date, pm25, pm10, o3, no2, so2
2016/8/12, 11, 15, 20, 5, 
2016/8/13, 20, 11, 22, 5, 
2016/8/14, 16, 8, 26, 4, 
2016/8/15, 11, 10, 28, 3, 
2016/8/16, 21, 9, 34, 5, 
2016/8/17, 20, 12, 38, 5, 
2016/8/18, 22, 22, 35, 9, 
2016/8/19, 46, 12, 28, 5, 
2016/8/20, 16, 12, 22, 4, 
2016/8/21, 7, 18, 22, 6, 
2016/8/22, 11, 17, 40, 10, 1
2016/8/23, 21, 19, 61, 13, 
2016/8/24, 47, 25, 72, 13, 
2016/8/25, 56, 21, 40, 10, 
2016/8/26, 66, 10, 41, 4, 
2016/8/27, 18, 21, 21, 6, 
2016/8/28, 64, 10, 28, 4, 
2016/8/29, 6, 14, 29, 10, 
2016/8/30, 25, 21, 39, 13, 1
2016/8/31, 46, 16, 26, 9, 
2016/9/1, 44, 19, 18, 13, 
2016/9/2, 39, 15, 23, 6, 
2016/9/3, 22, 11, 22, 3, 
2016/9/4, 7, 11, 26, 5, 
2016/9/5, 18, 14, 15, 12, 
2016/9/6, 27, 17, 40, 15, 
2016/9/7, 36, 21, 30, 14, 
2016/9/8, 44, 23, 25, 10, 
2016/9/9, 28, 22, 42, 12, 
2016/9/10, 39, 12, 19, 10, 
2016/9/11, 29, 21, 36, 14, 
2016/9/12, 43, 28, 59, 14, 
2016/9/13, 49, 36, 49, 15, 
2016/9/14, 58, 40, 56, 11, 
2016/9/15, 69, 16, 21, 8, 
2016/9/16, 26, 13, 22, 6, 
2016/9/17, 25, 12, 25, 3, 
2016/9/18, 32, 10, 20, 8, 
2016/9/19, 21, 13, 25, 12, 
2016/9/20, 29, 15, 28, 14, 
2016/9/21, 38, 27, 4, 23, 1
2016/9/22, 62, 23, 29, 11, 
2016/9/23, 33, 18, 45, 13, 
2016/9/24, 40, 19, 33, 7, 
2016/9/25, 37, 21, 16, 13, 
2016/9/26, 14, 20, 20, 14, 
2016/9/27, 30, 22, 20, 9, 
2016/9/28, 30, 20, 20, 7, 
2016/9/29, 35, 18, 20, 10, 
2016/9/30, 16, 14, 21, 10, 
2016/4/1, 39, 26, 23, 15, 
2016/4/2, 72, 21, 32, 7, 
2016/4/3, 52, 17, 28, 9, 
2016/4/4, 33, 15, 27, 17, 
2016/4/5, 43, 17, 26, 8, 
2016/4/6, 42, 11, 27, 6, 
2016/4/7, 23, 13, 23, 12, 
2016/4/8, 38, 24, 33, 14, 1
2016/4/9, 64, 14, 33, 5, 1
2016/4/10, 44, 19, 30, 5, 
2016/4/11, 59, 13, 31, 7, 
2016/4/12, 26, 11, 29, 11, 
2016/4/13, 40, 25, 33, 17, 
2016/4/14, 70, 15, 28, 11, 
2016/4/15, 35, 8, 33, 5, 
2016/4/16, 21, 9, 31, 4, 
2016/4/17, 18, 17, 24, 12, 
2016/4/18, 39, 18, 30, 7, 
2016/4/19, 34, 21, 31, 6, 
2016/4/20, 38, 20, 31, 7, 
2016/4/21, 41, 13, 30, 4, 
2016/4/22, 31, 9, 32, 3, 
2016/4/23, 20, 7, 30, 3, 
2016/4/24, 23, 10, 29, 9, 
2016/4/25, 19, 9, 31, 6, 
2016/4/26, 15, 7, 35, 5, 
2016/4/27, 15, 10, 31, 9, 
2016/4/28, 29, 11, 25, 10, 
2016/4/29, 28, 11, 36, 6, 
2016/4/30, 25, 10, 39, 3, 
2016/5/1, 30, 14, 36, 15, 2
2016/5/2, 46, 11, 33, 4, 
2016/5/3, 28, 16, 37, 11, 1
2016/5/4, 43, 13, 42, 7, 1
2016/5/5, 48, 17, 44, 7, 1
2016/5/6, 49, 36, 60, 11, 
2016/5/7, 47, , 56, 4, 
2016/5/8, 31, , 50, 4, 1
2016/5/9, 21, 18, 38, 10, 1
2016/5/10, 34, 18, 51, 9, 
2016/5/11, 35, 20, 61, 5, 
2016/5/12, 43, 19, 42, 4, 
2016/5/13, 37, 14, 37, 1, 
2016/5/14, 21, 11, 34, 3, 
2016/5/15, 29, 9, 33, 4, 
2016/5/16, 21, 16, 38, 9, 1
2016/5/17, 50, 17, 33, 9, 1
2016/5/18, 45, 17, 27, 10, 1
2016/5/19, 49, 13, 28, 8, 
2016/5/20, 28, 14, 30, 7, 
2016/5/21, 37, 13, 24, 7, 
2016/5/22, 29, 5, 29, 5, 
2016/5/23, 20, 20, 29, 2, 
2016/5/24, 33, 12, 21, 8, 
2016/5/25, 29, 16, 34, 9, 
2016/5/26, 62, 15, 37, 6, 
2016/5/27, 75, 18, 35, 4, 
2016/5/28, 73, 19, 33, 4, 
2016/5/29, 66, 18, 32, 2, 
2016/5/30, 59, 13, 31, 5, 
2016/5/31, 30, 28, 32, 6, 
2016/6/1, 71, 27, 32, 2, 
2016/6/2, 55, 16, 27, 6, 
2016/6/3, 52, 26, 43, 7, 
2016/6/4, 79, 17, 36, 3, 
2016/6/5, 40, 20, 35, 4, 
2016/6/6, 44, 17, 36, 5, 
2016/6/7, 42, 15, 32, 4, 
2016/6/8, 44, 23, 40, 2, 
2016/6/9, 42, 18, 37, 4, 
2016/6/10, 35, 14, 37, 4, 
2016/6/11, 45, 18, 37, 5, 1
2016/6/12, 52, 11, 29, 5, 
2016/6/13, 44, 15, 18, 7, 
2016/6/14, 34, 13, 18, 10, 
2016/6/15, 30, 12, 25, 7, 
2016/6/16, 30, 11, 25, 7, 
2016/6/17, 32, 11, 26, 5, 
2016/6/18, 32, 20, 33, 3, 
2016/6/19, 40, 13, 24, 7, 
2016/6/20, 40, 16, 9, 9, 
2016/6/21, 37, 12, 26, 7, 
2016/6/22, 35, 16, 36, 8, 
2016/6/23, 35, 18, 30, 8, 
2016/6/24, 43, 16, 22, 9, 1
2016/6/25, 39, 11, 26, 4, 
2016/6/26, 29, 14, 23, 6, 
2016/6/27, 31, 17, 33, 9, 
2016/6/28, 40, 15, 26, 5, 
2016/6/29, 21, 12, 17, 7, 
2016/6/30, 16, 11, 16, 6, 
2016/1/4, 33, 17, 13, 12, 
2016/1/5, 31, 50, 1, 15, 
2016/1/6, 135, 18, 24, 12, 
2016/1/7, 54, 19, 24, 15, 
2016/1/8, 32, 14, 16, 11, 
2016/1/9, 41, 10, 24, 4, 
2016/1/10, 20, 9, 16, , 
2016/1/11, 31, 9, 17, , 
2016/1/12, 27, 13, 15, 18, 
2016/1/13, 21, 11, 20, 13, 
2016/1/14, 34, 13, 17, 12, 
2016/1/15, 52, 12, 26, 8, 
2016/1/16, 34, 15, 25, 10, 
2016/1/17, 39, 24, 7, 23, 
2016/1/18, 74, 36, 1, 28, 1
2016/1/19, 85, 25, 4, 29, 
2016/1/20, 76, 38, 2, 25, 
2016/1/21, 100, 30, 3, 21, 
2016/1/22, 90, 25, 12, 15, 
2016/1/23, 60, 17, 15, 8, 
2016/1/24, 60, 18, 8, 14, 
2016/1/25, 60, 19, 20, 10, 
2016/1/26, 48, 11, 23, 5, 
2016/1/27, 29, 16, 23, 11, 
2016/1/28, 35, 12, 21, 7, 
2016/1/29, 40, 12, 26, 5, 
2016/1/30, 28, 12, 25, 6, 
2016/1/31, 33, 16, 28, 6, 
2016/2/1, 32, 23, 27, 6, 
2016/2/2, 34, 16, 22, 8, 
2016/2/3, 28, 10, 15, 12, 
2016/2/4, 34, 14, 9, 16, 
2016/2/5, 57, 12, 21, 6, 
2016/2/6, 37, 13, 27, 3, 
2016/2/7, 28, 17, 28, 4, 
2016/2/8, 32, 16, 28, 8, 
2016/2/9, 36, 10, 25, 9, 
2016/2/10, 27, 15, 18, 20, 
2016/2/11, 38, 20, 12, 19, 
2016/2/12, 66, 19, 13, 13, 
2016/2/13, 75, 15, 25, 7, 
2016/2/14, 71, 14, 26, 7, 
2016/2/15, 33, 17, 16, 24, 
2016/2/16, 53, 41, 9, 20, 
2016/2/17, 80, 32, 6, 22, 
2016/2/18, 86, 23, 15, 18, 
2016/2/19, 69, 9, 23, 6, 
2016/2/20, 37, 9, 26, 3, 
2016/2/21, 21, 14, 25, 8, 
2016/2/22, 26, 16, 23, 13, 
2016/2/23, 31, 12, 23, 13, 
2016/2/24, 33, 12, 24, 15, 
2016/2/25, 31, 27, 18, 21, 
2016/2/26, 60, 21, 26, 9, 
2016/2/27, 66, 16, 27, 6, 
2016/2/28, 59, , 25, 12, 
2016/2/29, 50, 29, 1, 32, 
2016/3/1, 71, 9, 25, 8, 
2016/3/2, 33, 17, 26, 14, 
2016/3/3, 36, 17, 13, 20, 
2016/3/4, 55, 25, 18, 24, 
2016/3/5, 66, 25, 27, 13, 
2016/3/6, 73, 12, 25, 12, 
2016/3/7, 28, 14, 20, 16, 
2016/3/8, 33, 21, 21, 10, 
2016/3/9, 60, 30, 22, 12, 
2016/3/10, 86, 42, 13, 10, 
2016/3/11, 123, 31, 24, 9, 
2016/3/12, 98, 21, 27, 4, 
2016/3/13, 70, 20, 26, 6, 
2016/3/14, 72, 18, 16, 9, 
2016/3/15, 72, 18, 24, 7, 
2016/3/18, 29, 17, 34, 1, 
2016/3/19, 30, 12, 30, 3, 
2016/3/20, 29, 22, 23, 8, 
2016/3/21, 45, 19, 20, 10, 
2016/3/22, 49, 8, 32, 5, 
2016/3/23, 35, 35, 21, 12, 
2016/3/24, 85, 19, 26, 7, 
2016/3/25, 36, 14, 25, 10, 
2016/3/26, 44, 10, 32, 4, 
2016/3/27, 20, 10, 29, 2, 
2016/3/28, 14, 13, 28, 5, 
2016/3/29, 16, 14, 28, 8, 
2016/3/30, 21, 18, 25, 20, 
2016/3/31, 47, 14, 29, 8, 
2015/10/1, 48, 23, 20, 13, 
2015/10/2, 61, 29, 8, 15, 1
2015/10/3, 91, 48, 23, 17, 
2015/10/4, 133, 21, 11, 15, 
2015/10/5, 70, 15, 6, 12, 
2015/10/6, 46, 12, 10, 10, 
2015/10/7, 18, 16, 16, 13, 
2015/10/8, 36, 20, 17, 19, 
2015/10/9, 44, 21, 19, 6, 
2015/10/10, 65, 21, 20, 6, 
2015/10/11, 67, 20, 16, 12, 
2015/10/12, 65, 24, 15, 12, 
2015/10/13, 81, 19, 7, 15, 
2015/10/14, 67, 17, 9, 12, 
2015/10/15, 76, 20, 10, 10, 
2015/10/16, 80, 17, 1, 15, 
2015/10/17, 72, 17, 1, 12, 1
2015/10/18, 67, 21, 7, 9, 
2015/10/19, 80, 13, 18, 14, 
2015/10/20, 40, 19, 5, 21, 
2015/10/21, 63, 12, 18, 10, 
2015/10/22, 38, 20, 15, 19, 
2015/10/23, 50, 18, 12, 15, 
2015/10/24, 57, 19, 22, 12, 
2015/10/25, 43, 19, 7, 14, 
2015/10/26, 59, 24, 3, 17, 
2015/10/27, 76, 29, 1, 15, 
2015/10/28, 78, 22, 12, 17, 
2015/10/29, 65, 21, 5, 17, 
2015/10/30, 67, 30, 4, 14, 
2015/10/31, 91, 33, 4, 14, 1
2015/11/1, 104, 30, 3, 16, 1
2015/11/2, 100, 30, 3, 20, 
2015/11/3, 80, 17, 9, 20, 
2015/11/4, 54, 18, 8, 16, 
2015/11/5, 60, 11, 10, 10, 
2015/11/6, 38, 9, 18, 6, 
2015/11/7, 30, 14, 14, 9, 
2015/11/8, 45, 15, 22, 8, 
2015/11/9, 35, 15, 22, 8, 
2015/11/10, 39, 14, 18, 11, 
2015/11/11, 48, 14, 16, 21, 
2015/11/12, 41, 17, 24, 9, 
2015/11/13, 47, 14, 24, 6, 
2015/11/14, 34, 18, 20, 3, 
2015/11/15, 31, 13, 23, 9, 
2015/11/16, 33, 12, 26, 7, 
2015/11/17, 28, 21, 25, 7, 
2015/11/18, 39, 19, 25, 9, 
2015/11/19, 34, 13, 20, 11, 
2015/11/20, 26, 9, 25, 6, 
2015/11/21, 20, 9, 23, 8, 
2015/11/22, 16, 16, 17, 23, 
2015/11/23, 36, 12, 10, 16, 
2015/11/24, 55, 10, 16, 16, 
2015/11/25, 35, 18, 10, 23, 
2015/11/27, 52, 15, 23, 6, 
2015/11/28, 26, 20, 27, 4, 
2015/11/29, 24, 21, 25, 9, 
2015/11/30, 24, 18, 19, 15, 
2015/12/1, 22, 15, 22, 13, 
2015/12/2, 34, 18, 14, 17, 1
2015/12/3, 47, 16, 17, 10, 
2015/12/4, 35, 14, 17, 8, 
2015/12/5, 36, 11, 20, 5, 
2015/12/6, 42, 19, 7, 16, 
2015/12/7, 65, 18, 12, 16, 
2015/12/8, 56, 21, 17, 18, 
2015/12/9, 37, 14, 11, 15, 
2015/12/10, 49, 12, 17, 13, 
2015/12/11, 40, 17, 22, 14, 
2015/12/12, 38, 15, 22, 13, 
2015/12/13, 30, 24, 4, 16, 
2015/12/14, 71, 27, 1, 19, 
2015/12/15, 82, 19, 19, 14, 
2015/12/16, 40, 25, 14, 14, 
2015/12/17, 45, 24, 10, 14, 
2015/12/18, 48, 20, 13, 11, 
2015/12/19, 56, 20, 12, 8, 
2015/12/20, 44, 12, 22, 6, 
2015/12/21, 20, 9, 18, 6, 
2015/12/22, 22, 18, 21, 10, 
2015/12/23, 29, 13, 21, 8, 
2015/12/24, 39, 13, 23, 6, 
2015/12/25, 33, 10, 19, 5, 
2015/12/26, 32, 35, 15, 6, 
2015/12/27, 63, 28, 7, 15, 
2015/12/28, 63, 18, 2, 18, 
2015/12/29, 56, 13, 12, 10, 
2015/12/30, 47, , , , 
2016/1/2, 51, 9, 20, 6, 
2016/1/3, 22, 12, 20, 14, 
2015/7/1, 36, 33, 85, 11, 1
2015/7/2, 59, , , , 
2015/7/8, 19, 16, 23, 4, 
2015/7/9, 23, 16, 47, 9, 
2015/7/10, 43, 20, 55, 7, 2
2015/7/11, 56, 17, 21, 4, 
2015/7/12, 39, 11, 17, 5, 
2015/7/13, 15, 12, 28, 4, 
2015/7/14, 22, 15, 21, 8, 
2015/7/15, 37, 10, 40, 4, 
2015/7/16, 25, 18, 28, 5, 
2015/7/17, 30, 13, 34, 4, 
2015/7/18, 27, 11, 30, 4, 
2015/7/19, 29, 15, 18, 9, 
2015/7/20, 21, 10, 28, 4, 
2015/7/21, 7, 15, 29, 5, 
2015/7/22, 10, 10, 31, 3, 
2015/7/23, 17, 14, 38, 8, 
2015/7/24, 39, 15, 29, 2, 
2015/7/25, 32, 14, 30, 4, 
2015/7/26, 19, 13, 27, 3, 
2015/7/27, 12, 17, 27, 4, 
2015/7/28, 13, 10, 27, 3, 
2015/7/29, 9, 13, 25, 4, 
2015/7/30, 12, 10, 33, 5, 
2015/7/31, 14, 13, 46, 5, 
2015/8/1, 20, 20, 60, 10, 1
2015/8/2, 54, 20, 59, 7, 1
2015/8/3, 30, 13, 31, 6, 
2015/8/4, 13, 19, 47, 7, 
2015/8/5, 22, 20, 37, 10, 1
2015/8/6, 31, 10, 40, 9, 
2015/8/7, 16, , , , 
2015/8/10, 26, 13, 23, 8, 
2015/8/11, 26, 11, 28, 4, 
2015/8/12, 24, 14, 57, 4, 
2015/8/13, 22, 13, 40, 6, 
2015/8/14, 16, 10, 28, 6, 
2015/8/15, 15, 11, 23, 2, 
2015/8/16, 5, 6, 23, 4, 
2015/8/17, 8, 10, 23, 7, 
2015/8/18, 16, 31, 34, 8, 
2015/8/19, 37, 15, 40, 11, 
2015/8/20, 44, 20, 41, 15, 1
2015/8/21, 46, 23, 55, 9, 
2015/8/22, 51, 27, 49, 4, 1
2015/8/23, 52, 13, 27, 7, 
2015/8/24, 23, 13, 23, 5, 
2015/8/25, 10, 11, 27, 5, 
2015/8/26, 8, 14, 19, 9, 
2015/8/27, 6, 14, 26, 10, 
2015/8/28, 21, 15, 36, 10, 
2015/8/29, 29, 16, 34, 5, 
2015/8/30, 32, 18, 30, 8, 
2015/8/31, 36, 11, 28, 3, 
2015/9/1, 10, 14, 27, 8, 
2015/9/2, 12, 17, 24, 13, 
2015/9/3, 23, 11, 23, 7, 
2015/9/4, 19, 12, 24, 5, 
2015/9/5, 11, 18, 24, 4, 
2015/9/6, 24, 10, 22, 5, 
2015/9/7, 8, 9, 23, 5, 
2015/9/8, 13, 15, 25, 7, 
2015/9/9, 26, 18, 26, 7, 
2015/9/10, 21, 17, 29, 8, 
2015/9/11, 43, 22, 23, 11, 
2015/9/12, 58, 32, 10, 10, 
2015/9/13, 54, , , , 
2015/9/15, 10, 9, 21, 11, 
2015/9/16, 10, 11, 22, 8, 
2015/9/17, 12, 18, 13, 13, 
2015/9/18, 23, 18, 27, 8, 
2015/9/19, 32, 15, 28, 9, 1
2015/9/20, 33, 19, 27, 11, 
2015/9/21, 58, 16, 20, 9, 
2015/9/22, 30, 15, 19, 11, 
2015/9/23, 24, 15, 13, 13, 
2015/9/24, 23, 18, 17, 12, 
2015/9/25, 33, 24, 22, 12, 
2015/9/26, 47, 18, 24, 7, 
2015/9/27, 26, 12, 17, 10, 
2015/9/28, 33, 13, 23, 9, 
2015/9/29, 39, 15, 23, 7, 
2015/9/30, 38, 18, 24, 10, 
2015/4/1, 31, 15, 26, 4, 
2015/4/2, 31, 15, 23, 9, 
2015/4/3, 34, 14, 29, 5, 
2015/4/4, 37, 9, 32, 4, 
2015/4/5, 32, 9, 27, 7, 
2015/4/6, 40, 16, 26, 16, 1
2015/4/7, 61, 25, 17, 17, 
2015/4/8, 84, 20, 26, 14, 1
2015/4/9, 73, 41, 35, 19, 2
2015/4/10, 117, 39, 29, 12, 
2015/4/11, 84, 14, 31, 9, 
2015/4/12, 54, 12, 27, 6, 
2015/4/13, 31, 24, 30, 17, 1
2015/4/14, 55, 29, 36, 13, 2
2015/4/15, 60, 11, 29, 4, 
2015/4/16, 29, 12, 32, 3, 
2015/4/17, 21, 12, 32, 4, 
2015/4/18, 34, 12, 34, 4, 
2015/4/19, 39, 17, 33, 7, 
2015/4/20, 53, 14, 33, 5, 
2015/4/21, 40, 15, 32, 3, 
2015/4/22, 44, 14, 31, 4, 
2015/4/23, 47, 35, 40, 15, 1
2015/4/24, 85, 27, 25, 7, 
2015/4/25, 63, 11, 24, 6, 
2015/4/26, 39, 12, 27, 2, 
2015/4/27, 25, 15, 24, 8, 
2015/4/28, 35, 18, 26, 12, 
2015/4/29, 46, 14, 30, 5, 
2015/4/30, 34, 14, 33, 5, 
2015/5/1, 28, 14, 35, 4, 
2015/5/2, 31, 22, 27, 5, 
2015/5/3, 39, 12, 29, 5, 
2015/5/4, 28, 20, 34, 4, 
2015/5/5, 27, 18, 30, 6, 
2015/5/6, 28, 18, 29, 5, 
2015/5/7, 32, 20, 9, 22, 
2015/5/8, 61, 19, , , 
2015/5/12, 31, 16, 29, 8, 
2015/5/13, 40, 11, 32, 1, 
2015/5/14, 25, 17, 35, 2, 
2015/5/15, 35, 19, 31, 7, 
2015/5/16, 51, 17, 33, 5, 1
2015/5/17, 41, 15, 28, 10, 
2015/5/18, 47, 12, 24, 6, 
2015/5/19, 27, 15, 30, 5, 1
2015/5/20, 32, 15, 30, 8, 2
2015/5/21, 46, 19, 30, 11, 1
2015/5/22, 58, 33, 34, 6, 3
2015/5/23, 53, 18, 36, 3, 1
2015/5/24, 46, 14, 27, 3, 
2015/5/25, 40, 12, 25, 4, 
2015/5/26, 30, 16, 31, 8, 1
2015/5/27, 49, 15, 31, 6, 
2015/5/28, 39, 19, 34, 11, 
2015/5/29, 44, 8, 28, 5, 
2015/5/30, 26, 14, 20, 7, 
2015/6/1, 49, 15, 24, 7, 
2015/6/2, 27, 23, 27, 3, 
2015/6/3, 36, 14, 40, 10, 
2015/6/4, 36, 23, 54, 10, 
2015/6/5, 52, 13, 34, 5, 1
2015/6/6, 35, 18, 30, 4, 
2015/6/7, 31, 14, 30, 2, 
2015/6/8, 22, 15, 29, 3, 
2015/6/9, 29, 16, 39, 3, 
2015/6/10, 38, 12, 51, 4, 
2015/6/11, 37, 13, 61, 6, 1
2015/6/12, 48, 17, 38, 5, 
2015/6/13, 44, 22, 37, 3, 
2015/6/14, 54, 10, 31, 2, 
2015/6/15, 21, 11, 32, 4, 
2015/6/16, 24, 10, 32, 10, 
2015/6/17, 44, 16, 26, 5, 
2015/6/18, 34, 13, 24, 4, 
2015/6/19, 32, 9, 22, 5, 
2015/6/20, 25, 15, 21, 6, 
2015/6/21, 50, 14, 23, 7, 
2015/6/22, 31, 14, 24, 6, 
2015/6/23, 21, 17, 35, 5, 
2015/6/24, 40, 18, 37, 11, 
2015/6/25, 45, 13, 37, 11, 1
2015/6/26, 51, , 29, 4, 
2015/6/27, 35, 18, 36, 7, 1
2015/6/28, 52, 16, 28, 9, 
2015/6/29, 42, 12, 49, 7, 1
2015/6/30, 36, 23, 86, 8, 1
2015/1/1, 105, 24, 24, 5, 
2015/1/2, 74, 19, 17, 12, 
2015/1/3, 53, 15, 21, 11, 
2015/1/4, 54, 23, 6, 21, 
2015/1/5, 74, 26, 2, 22, 
2015/1/6, 82, 20, 11, 18, 
2015/1/7, 63, 13, 16, 12, 
2015/1/8, 57, 11, 22, 8, 
2015/1/9, 47, 16, 26, 3, 
2015/1/10, 44, 21, 27, 4, 
2015/1/11, 50, 20, 25, 6, 
2015/1/12, 46, 11, 22, 7, 
2015/1/13, 42, 9, 26, 9, 
2015/1/14, 37, 9, 26, 6, 
2015/1/15, 42, 10, 27, 2, 
2015/1/16, 38, 18, 15, 14, 1
2015/1/17, 55, 19, 12, 10, 
2015/1/18, 66, 16, 11, 21, 
2015/1/19, 65, 25, 8, 19, 
2015/1/20, 72, 41, 2, 22, 
2015/1/21, 94, 40, 7, 13, 
2015/1/22, 93, 39, 3, 16, 
2015/1/23, 99, 46, 21, 15, 
2015/1/24, 107, 29, 11, 18, 
2015/1/25, 53, 26, 23, 12, 
2015/1/26, 57, 23, 21, 14, 
2015/1/27, 38, 21, 22, 12, 
2015/1/28, 52, 15, 21, 11, 
2015/1/29, 40, 11, 18, 18, 
2015/1/30, 38, 15, 15, 16, 1
2015/1/31, 49, , 17, 13, 
2015/2/1, 53, 12, 23, 12, 
2015/2/2, 38, 15, 17, 18, 
2015/2/3, 40, 13, 17, 19, 
2015/2/4, 34, 12, 11, 17, 
2015/2/5, 45, 15, 16, 7, 
2015/2/6, 63, 26, 25, 13, 
2015/2/7, 78, 31, 29, 3, 
2015/2/8, 61, 32, 20, 11, 
2015/2/9, 50, 12, 23, 10, 
2015/2/10, 34, 17, 23, 12, 
2015/2/11, 55, 43, 2, 22, 
2015/2/12, 101, 53, 13, 19, 
2015/2/13, 121, 41, 10, 17, 
2015/2/14, 93, 37, 13, 11, 
2015/2/15, 88, 64, 3, 20, 1
2015/2/16, 147, 63, 18, 18, 
2015/2/17, 135, 32, 10, 26, 1
2015/2/18, 67, 47, 11, 16, 
2015/2/19, 104, 43, 14, 12, 
2015/2/20, 97, 15, 23, 8, 
2015/2/21, 53, 18, 23, 12, 
2015/2/22, 53, 14, 27, 6, 
2015/2/23, 47, 15, 27, 9, 
2015/2/24, 33, 19, 12, 18, 
2015/2/25, 40, 23, 13, 17, 
2015/2/26, 65, 18, 29, 6, 
2015/2/27, 48, 22, 26, 14, 
2015/2/28, 47, 15, 30, 3, 
2015/3/1, 42, 19, 26, 8, 
2015/3/2, 35, 18, 18, 13, 
2015/3/3, 25, 18, 27, 10, 
2015/3/4, 26, 25, 21, 17, 
2015/3/5, 42, 26, 19, 20, 
2015/3/6, 58, 30, 24, 14, 
2015/3/7, 73, 30, 26, 11, 1
2015/3/8, 78, 24, 21, 9, 1
2015/3/9, 66, 24, 25, 8, 
2015/3/10, 66, 23, 21, 17, 
2015/3/11, 52, 22, 23, 17, 1
2015/3/12, 58, 27, 20, 10, 
2015/3/13, 70, 23, 19, 6, 
2015/3/14, 70, 31, 14, 4, 
2015/3/15, 80, 29, 18, 13, 
2015/3/16, 82, 53, 24, 23, 1
2015/3/17, 121, 58, 24, 16, 
2015/3/18, 137, 61, 26, 7, 
2015/3/19, 147, 53, 29, 10, 
2015/3/20, 128, 40, 27, 5, 
2015/3/21, 90, 9, 26, 3, 
2015/3/22, 39, 22, 9, 22, 
2015/3/23, 65, 47, 21, 19, 1
2015/3/24, 98, 44, 21, 12, 
2015/3/25, 102, 21, 26, 12, 1
2015/3/26, 65, 19, 25, 8, 
2015/3/27, 40, 27, 24, 15, 
2015/3/28, 53, 17, 28, 4, 
2015/3/29, 48, 16, 29, 5, 
2015/3/30, 32, 17, 32, 4, 
2015/3/31, 34, 18, 30, 4, 
2014/10/1, 49, 23, 13, 17, 
2014/10/2, 23, 20, 11, 12, 
2014/10/3, 12, 17, 19, 14, 1
2014/10/4, 55, 28, 21, 12, 
2014/10/5, 48, 17, 28, 3, 1
2014/10/6, 47, 12, 22, 7, 
2014/10/8, 5, 12, 18, 10, 1
2014/10/10, 11, 21, 7, 17, 1
2014/10/11, 23, 21, 14, 12, 1
2014/10/12, 32, 17, 16, 9, 
2014/10/13, 25, 13, 13, 13, 
2014/10/15, 12, 19, 18, 11, 
2014/10/16, 24, 18, 11, 17, 
2014/10/17, 5, 14, 18, 9, 
2014/10/18, 7, 14, 21, 6, 
2014/10/28, 68, 33, 9, 12, 
2014/10/29, 79, 28, 1, 15, 
2014/10/30, 69, 35, 2, 17, 1
2014/10/31, 73, 27, 10, 16, 1
2014/11/1, 57, 28, 21, 8, 
2014/11/2, 53, 13, 21, 7, 
2014/11/3, 18, 12, 20, 16, 1
2014/11/4, 24, 23, , 18, 
2014/11/5, 60, 38, 6, 17, 
2014/11/6, 78, 24, 12, 11, 
2014/11/7, 62, 14, 17, 8, 
2014/11/8, 42, 19, 12, 10, 1
2014/11/9, 44, 20, 15, 13, 1
2014/11/10, 53, 22, 8, 16, 
2014/11/11, 57, 17, 3, 18, 
2014/11/12, 53, 24, 4, 20, 
2014/11/13, 58, 24, 5, 15, 
2014/11/14, 62, 19, 11, 14, 
2014/11/15, 60, 18, 14, 16, 
2014/11/16, 61, 13, 12, 13, 
2014/11/17, 52, 16, 4, 12, 
2014/11/18, 52, 28, 3, 10, 
2014/11/19, 73, 28, 3, 15, 
2014/11/20, 76, 31, 6, 13, 1
2014/11/21, 83, 24, 2, 15, 
2014/11/22, 72, 29, 6, 13, 
2014/11/23, 71, 21, 22, 19, 
2014/11/24, 50, 23, 9, 22, 
2014/11/25, 62, 21, 7, 14, 1
2014/11/26, 68, 27, , 14, 1
2014/11/27, 71, 29, 2, 13, 1
2014/11/28, 75, 37, 3, 10, 1
2014/11/29, 89, 49, 1, 11, 
2014/11/30, 108, 34, 3, 10, 
2014/12/1, 83, 43, 2, 11, 
2014/12/3, 118, 49, 3, 11, 1
2014/12/4, 128, 52, , 15, 1
2014/12/5, 126, 30, 17, 21, 
2014/12/6, 82, 23, 14, 16, 
2014/12/7, 68, 16, 16, 17, 
2014/12/8, 52, 16, 10, 24, 1
2014/12/9, 62, 19, 19, 12, 
2014/12/10, 65, 16, 21, 10, 
2014/12/11, 44, 12, 23, 9, 
2014/12/12, 39, 13, 15, 16, 1
2014/12/13, 47, 24, 7, 19, 1
2014/12/14, 71, 19, 14, 16, 
2014/12/15, 69, 19, 13, 19, 
2014/12/16, 65, 23, 14, 13, 1
2014/12/17, 57, 15, 21, 12, 
2014/12/18, 51, 10, 22, 10, 
2014/12/19, 42, 18, 26, 6, 
2014/12/20, 42, 22, 25, 8, 
2014/12/21, 47, 15, 24, 6, 
2014/12/22, 45, 18, 24, 6, 
2014/12/23, 42, 10, 24, 6, 
2014/12/24, 36, , 23, 7, 
2014/12/25, 44, , 13, 17, 
2014/12/26, 52, , 19, 5, 1
2014/12/27, 61, , 19, 10, 
2014/12/28, 59, , , , 
2014/9/3, 32, , 29, 7, 
2014/9/4, 46, 21, 33, 9, 1
2014/9/5, 71, 36, 24, 15, 
2014/9/6, 91, 46, 29, 13, 
2014/9/7, 79, 32, 36, 5, 
2014/9/8, 51, 18, 26, 7, 1
2014/9/9, 38, 17, 21, 10, 
2014/9/10, 30, 17, 24, 4, 
