date, pm25, pm10, o3, no2, so2
2020/11/18, 24, 16, 22, 5, 
2020/11/19, 24, 14, 20, 12, 
2020/11/20, 31, 13, 17, 7, 
2020/11/21, 42, 12, 18, 5, 
2020/11/22, 28, 18, 11, 15, 
2020/11/23, 35, 18, 6, 13, 
2020/11/24, 60, 18, 5, 12, 
2020/11/25, 56, 25, 5, 17, 
2020/11/26, 68, 22, 12, 18, 
2020/11/29, 99, 38, 2, 15, 
2020/11/30, 100, 13, 23, 4, 
2020/12/1, 20, 15, , 11, 
2020/12/2, 50, 14, 10, 11, 
2020/12/3, 41, 7, 19, 6, 
2020/12/4, 18, 13, 14, 11, 
2020/12/5, 39, 21, 3, 12, 
2020/12/6, 73, 23, 4, 17, 
2020/12/7, 63, 22, 4, 15, 
2020/12/8, 71, 23, 3, 14, 
2020/12/9, 70, 19, 2, 14, 
2020/12/10, 61, 15, 4, 12, 
2020/12/11, 50, 17, 2, 13, 
2020/12/12, 53, 12, 20, 8, 
2020/12/13, 36, 8, 18, 6, 
2020/12/14, 14, 15, 7, 12, 
2020/12/15, 32, 11, 8, 13, 
2020/12/16, 39, 11, 12, 9, 
2020/12/17, 24, 12, 14, 8, 
2020/12/18, 31, 9, 13, 6, 
2020/12/19, 30, 14, 16, 5, 
2020/12/20, 20, 10, 15, 8, 
2020/12/21, 22, 11, 19, 7, 
2020/12/23, 23, 9, 24, 3, 
2020/12/24, 18, 10, 24, 5, 
2020/12/25, 33, 9, 20, 6, 
2020/12/26, 43, 5, 23, 2, 
2020/12/27, 23, 10, 17, 9, 
2020/12/28, 42, 8, 14, 9, 
2020/12/29, 48, 7, 18, 7, 
2020/12/30, 28, 29, 13, 12, 
2020/12/31, 72, 59, 8, 13, 
2021/1/1, 98, 23, 6, 11, 
2021/1/2, 67, 16, 13, 5, 
2021/1/3, 63, 5, 13, 3, 
2020/7/1, 11, 11, 25, 5, 
2020/7/2, 14, 12, 26, 7, 
2020/7/3, 18, 10, 20, 3, 
2020/7/4, 15, 11, 25, 1, 
2020/7/5, 15, 17, 22, 4, 
2020/7/6, 26, 12, 25, 5, 
2020/7/7, 18, 10, 16, 8, 
2020/7/8, 18, 11, 7, 6, 
2020/7/9, 13, 7, 23, 3, 
2020/7/10, 10, 8, 27, 6, 
2020/7/11, 26, 9, 27, 3, 
2020/7/12, 23, 14, 40, 6, 
2020/7/13, 27, 12, 19, 9, 
2020/7/14, 27, 10, 30, 4, 
2020/7/15, 20, 9, 19, 5, 
2020/7/16, 19, 12, 18, 7, 
2020/7/17, 21, 18, 32, 11, 
2020/7/18, 38, 16, 23, 6, 
2020/7/19, 43, 10, 25, 2, 
2020/7/20, 13, 9, 28, 4, 
2020/7/21, 15, 11, 27, 4, 
2020/7/22, 22, 14, 40, 8, 
2020/7/23, 28, 14, 25, 7, 
2020/7/24, 26, 14, 15, 5, 
2020/7/25, 18, 9, 22, 2, 
2020/7/26, 12, 12, 23, 7, 
2020/7/27, 17, 14, 23, 3, 
2020/7/28, 14, 9, 25, 5, 
2020/7/29, 14, 14, 42, 7, 
2020/7/30, 25, 22, 60, 5, 1
2020/7/31, 28, 18, 26, 4, 
2020/8/1, 35, 9, 27, 4, 
2020/8/2, 20, 10, 25, 6, 
2020/8/3, 21, 9, 31, 5, 
2020/8/4, 15, 16, 45, 7, 
2020/8/5, 32, 20, 57, 10, 
2020/8/6, 31, 24, 72, 6, 
2020/8/7, 43, 33, 76, 7, 
2020/8/8, 51, 31, 57, 3, 
2020/8/9, 56, 27, 63, 5, 
2020/8/10, 43, 28, 66, 7, 
2020/8/11, 55, 30, 71, 8, 
2020/8/12, 51, 25, 56, 8, 
2020/8/13, 50, 27, 44, 7, 
2020/8/14, 73, 24, 46, 4, 
2020/8/15, 72, 18, 51, 6, 
2020/8/16, 38, 16, 33, 7, 
2020/8/17, 34, 10, 27, 6, 
2020/8/18, 24, 16, 34, 8, 
2020/8/19, 23, 12, 30, 5, 
2020/8/20, 12, 16, 33, 5, 
2020/8/21, 21, 17, 26, 4, 
2020/8/22, 16, 13, 24, 3, 
2020/8/23, 16, 11, 25, 4, 
2020/8/24, 15, 12, 23, 8, 
2020/8/25, 19, 13, 23, 2, 
2020/8/26, 11, 17, 23, 8, 
2020/8/27, 40, 13, 18, 6, 
2020/8/28, 20, 12, 23, 6, 
2020/8/29, 18, 11, 25, 3, 
2020/8/30, 16, 10, 27, 3, 
2020/8/31, 15, 8, 27, 6, 
2020/9/1, 23, 11, 32, 7, 
2020/9/2, 22, 14, 17, 12, 
2020/9/3, 40, 14, 22, 5, 
2020/9/4, 21, 12, 21, 4, 
2020/9/5, 22, 9, 25, 4, 
2020/9/6, 18, 10, 25, 10, 
2020/9/7, 28, 14, 13, 7, 
2020/9/8, 29, 18, 15, 6, 
2020/9/9, 34, 14, 25, 11, 
2020/9/10, 24, 17, 28, 12, 
2020/9/11, 34, 19, 20, 10, 
2020/9/12, 29, 15, 22, 6, 
2020/9/13, 37, 23, 42, 13, 
2020/9/14, 53, 35, 54, 14, 
2020/9/15, 67, 21, 39, 9, 
2020/9/16, 73, 15, 23, 4, 
2020/9/17, 19, 12, 31, 5, 
2020/9/18, 21, 15, 33, 5, 
2020/9/19, 26, 16, 33, 5, 
2020/9/20, 33, 20, 32, 11, 
2020/9/21, 53, 25, 40, 17, 
2020/9/22, 76, 24, 25, 14, 
2020/9/23, 74, 11, 22, 5, 
2020/9/24, 12, 9, 22, 5, 
2020/9/25, 13, 9, 22, 3, 
2020/9/26, 16, 8, 20, 4, 
2020/9/27, 12, 13, 6, 10, 
2020/9/28, 36, 11, 20, 9, 
2020/9/29, 21, 15, 9, 10, 
2020/9/30, 31, 13, 14, 7, 
2020/4/1, 27, 14, 28, 9, 
2020/4/2, 39, 19, 34, 6, 
2020/4/3, 30, 17, 33, 10, 
2020/4/4, 45, 19, 39, 5, 
2020/4/5, 59, 20, 33, 6, 
2020/4/6, 43, 18, 38, 7, 
2020/4/7, 45, 28, 41, 8, 
2020/4/8, 65, 26, 38, 11, 
2020/4/9, 67, 14, 29, 6, 
2020/4/10, 35, 17, 35, 6, 
2020/4/11, 39, 30, 41, 14, 
2020/4/12, 72, 17, 33, 5, 
2020/4/13, 32, 12, 33, 8, 
2020/4/14, 25, 19, 31, 12, 
2020/4/15, 46, 24, 35, 10, 
2020/4/16, 59, 14, 32, 3, 
2020/4/17, 29, 21, 23, 6, 
2020/4/18, 40, 11, 37, 4, 
2020/4/19, 31, 15, 36, 4, 
2020/4/20, 25, 20, 36, 5, 
2020/4/21, 27, 21, 42, 3, 
2020/4/22, 39, 22, 47, 5, 
2020/4/23, 45, 26, 37, 3, 
2020/4/24, 51, 14, 35, 1, 
2020/4/25, 25, 16, 37, 2, 
2020/4/26, 36, 20, 42, 8, 
2020/4/27, 58, 15, 26, 4, 
2020/4/28, 47, 16, 25, 6, 
2020/4/29, 38, 13, 30, 5, 
2020/4/30, 14, 10, 30, 4, 
2020/5/1, 19, 11, 32, 4, 
2020/5/2, 22, 16, 30, 6, 
2020/5/3, 38, 11, 33, 5, 
2020/5/4, 35, 10, 35, 4, 
2020/5/5, 18, 11, 37, 4, 
2020/5/6, 27, 15, 43, 6, 
2020/5/7, 43, 26, 47, 10, 
2020/5/8, 60, 26, 40, 4, 
2020/5/9, 44, 23, 33, 3, 
2020/5/10, 54, 14, 27, 2, 
2020/5/11, 16, 11, 33, 4, 
2020/5/12, 23, 11, 30, 5, 
2020/5/13, 19, 10, 34, 3, 
2020/5/14, 16, 10, 29, 4, 
2020/5/15, 17, 13, 32, 6, 
2020/5/16, 33, 16, 33, 6, 
2020/5/17, 41, 15, 32, 7, 
2020/5/18, 38, 16, 30, 5, 
2020/5/19, 36, 11, 31, 5, 
2020/5/20, 41, 17, 41, 6, 
2020/5/21, 42, 22, 30, 7, 
2020/5/22, 36, 30, 31, 4, 
2020/5/23, 34, 22, 22, 3, 
2020/5/24, 35, 14, 28, 5, 
2020/5/25, 35, 13, 39, 8, 
2020/5/26, 37, 13, 30, 4, 
2020/5/27, 40, 14, 30, 2, 
2020/5/28, 23, 17, 36, 4, 
2020/5/29, 31, 13, 42, 3, 
2020/5/30, 33, 12, 32, 3, 
2020/5/31, 24, 12, 36, 3, 
2020/6/1, 28, 18, 48, 5, 
2020/6/2, 36, 16, 34, 6, 
2020/6/3, 40, 14, 31, 4, 
2020/6/4, 24, 10, 23, 4, 
2020/6/5, 15, 11, 27, 3, 
2020/6/6, 22, 10, 23, 3, 
2020/6/7, 14, 10, 27, 2, 
2020/6/8, 10, 16, 28, 3, 
2020/6/9, 17, 14, 25, 5, 
2020/6/10, 25, 13, 29, 7, 
2020/6/11, 31, 14, 39, 6, 
2020/6/12, 38, 12, 42, 5, 
2020/6/13, 18, 19, 29, 5, 
2020/6/14, 54, 12, 34, 11, 
2020/6/15, 29, 13, 31, 9, 
2020/6/16, 31, 12, 36, 9, 
2020/6/17, 28, 12, 37, 6, 
2020/6/18, 23, 14, 33, 6, 
2020/6/19, 29, 12, 26, 6, 
2020/6/20, 23, 13, 29, 7, 
2020/6/21, 30, 18, 27, 6, 
2020/6/22, 27, 19, 54, 6, 
2020/6/23, 38, 19, 48, 10, 
2020/6/24, 34, 18, 45, 3, 
2020/6/25, 29, 20, 58, 6, 
2020/6/26, 36, 16, 28, 5, 
2020/6/27, 36, 13, 29, 2, 
2020/6/28, 16, 19, 27, 6, 
2020/6/29, 23, 16, 20, 4, 
2020/6/30, 17, 8, 24, 5, 
2020/1/1, 114, 21, 7, 10, 
2020/1/2, 68, 16, 21, 7, 
2020/1/3, 36, 20, 20, 6, 
2020/1/4, 30, 13, 22, 7, 
2020/1/5, 37, 16, 17, 10, 
2020/1/6, 47, 24, 13, 12, 
2020/1/7, 55, 14, 12, 12, 
2020/1/8, 40, 13, 11, 9, 
2020/1/9, 38, 15, 20, 9, 
2020/1/10, 22, 13, 17, 10, 
2020/1/11, 43, 12, 21, 5, 
2020/1/12, 33, 17, 17, 8, 
2020/1/13, 41, 8, 21, 5, 
2020/1/14, 18, 10, 23, 6, 
2020/1/15, 21, 13, 13, 11, 
2020/1/16, 39, 12, 24, 8, 
2020/1/17, 28, 15, 21, 7, 
2020/1/18, 29, 23, 26, 5, 
2020/1/19, 36, 25, 3, 24, 
2020/1/20, 46, 26, 1, 20, 
2020/1/21, 73, 27, , 20, 
2020/1/22, 78, 25, 5, 19, 
2020/1/23, 74, 32, 3, 17, 
2020/1/24, 86, 29, 15, 13, 
2020/1/25, 84, 26, 13, 8, 
2020/1/26, 66, 16, 18, 8, 
2020/1/27, 41, 10, 26, 5, 
2020/1/28, 18, 17, 23, 7, 
2020/1/29, 25, 16, 22, 8, 
2020/1/30, 31, 9, 18, 6, 
2020/1/31, 27, 14, 27, 4, 
2020/2/1, 29, 23, 24, 5, 
2020/2/2, 34, 31, 22, 7, 
2020/2/3, 38, 12, 25, 6, 
2020/2/4, 20, 22, 21, 12, 
2020/2/5, 31, 25, 15, 16, 
2020/2/6, 56, 30, 10, 18, 
2020/2/7, 75, 24, 12, 11, 
2020/2/8, 57, , 29, 2, 
2020/2/9, 34, , 28, 2, 
2020/2/10, 35, 19, 27, 4, 
2020/2/11, 26, 17, 27, 6, 
2020/2/12, 21, 14, 20, 9, 
2020/2/13, 26, 15, 20, 9, 
2020/2/14, 35, 16, 24, 5, 
2020/2/15, 36, 8, 32, 2, 
2020/2/16, 20, 17, 29, 4, 
2020/2/17, 23, 18, 27, 5, 
2020/2/18, 33, 17, 25, 5, 
2020/2/19, 28, 10, 27, 5, 
2020/2/20, 29, 20, 27, 6, 
2020/2/21, 36, 17, 28, 4, 
2020/2/22, 34, 14, 27, 3, 
2020/2/23, 30, 13, 26, 7, 
2020/2/24, 28, 12, 26, 6, 
2020/2/25, 21, 10, 25, 7, 
2020/2/26, 17, 13, 23, 10, 
2020/2/27, 30, 12, 24, 9, 
2020/2/28, 31, 25, 29, 3, 
2020/2/29, 39, 9, 27, 3, 
2020/3/1, 22, 12, 21, 9, 
2020/3/2, 24, 13, 21, 10, 
2020/3/3, 24, 14, 23, 12, 
2020/3/4, 38, 15, 15, 10, 
2020/3/5, 49, 14, 25, 4, 
2020/3/6, 56, 13, 24, 7, 
2020/3/7, 35, 11, 26, 4, 
2020/3/8, 31, 16, 24, 6, 
2020/3/9, 25, 9, 25, 5, 
2020/3/10, 21, 9, 24, 6, 
2020/3/11, 18, 13, 30, 3, 
2020/3/12, 21, 13, 26, 7, 
2020/3/13, 24, 14, 26, 9, 
2020/3/14, 46, 11, 26, 4, 
2020/3/15, 27, 16, 25, 8, 
2020/3/16, 32, 16, 24, 10, 
2020/3/17, 45, 12, 22, 8, 
2020/3/18, 36, 12, 19, 5, 
2020/3/19, 40, 12, 25, 3, 
2020/3/20, 28, 11, 25, 2, 
2020/3/21, 27, 6, 29, 1, 
2020/3/22, 28, 12, 26, 5, 
2020/3/23, 38, 17, 27, 8, 
2020/3/24, 51, 21, 34, 8, 
2020/3/25, 60, 26, 36, 5, 
2020/3/26, 70, 36, 33, 4, 
2020/3/27, 87, 30, 34, 5, 
2020/3/28, 71, 17, 31, 2, 
2020/3/29, 31, , , , 
2019/10/1, 16, 10, 21, 5, 
2019/10/2, 9, 10, 17, 8, 
2019/10/3, 13, 10, 13, 8, 
2019/10/4, 23, 9, 18, 5, 
2019/10/5, 27, 10, 18, 6, 
2019/10/6, 33, 14, 13, 8, 
2019/10/7, 41, 16, 13, 8, 
2019/10/8, 21, 12, 19, 7, 
2019/10/9, 15, 13, 17, 7, 
2019/10/10, 15, 14, 17, 6, 
2019/10/11, 19, 8, 23, 6, 
2019/10/12, 13, 18, 22, 5, 
2019/10/13, 28, 19, 18, 11, 
2019/10/14, 28, 16, 16, 11, 
2019/10/15, 27, 12, 14, 8, 
2019/10/16, 20, 14, 17, 10, 
2019/10/17, 19, 10, 24, 6, 
2019/10/18, 18, 12, 20, 6, 
2019/10/19, 17, 19, 9, 10, 
2019/10/20, 48, 9, 13, 8, 
2019/10/21, 21, 20, 13, 10, 
2019/10/22, 44, 18, 8, 12, 
2019/10/23, 48, 18, 19, 9, 
2019/10/24, 41, 12, 17, 7, 
2019/10/25, 22, 10, 21, 4, 
2019/10/26, 12, 14, 24, 6, 
2019/10/27, 16, 14, 18, 13, 
2019/10/28, 27, 13, 20, 14, 
2019/10/29, 31, 14, 13, 12, 
2019/10/30, 53, 20, 12, 13, 
2019/10/31, 58, 19, 4, 13, 
2019/11/1, 55, 11, 23, 3, 
2019/11/2, 17, 8, 16, 5, 
2019/11/3, 13, 14, 13, 11, 
2019/11/4, 27, 16, 9, 13, 
2019/11/5, 34, 12, 20, 11, 
2019/11/6, 14, 14, 11, 12, 
2019/11/8, 44, 18, 20, 11, 
2019/11/9, 36, 26, 12, 13, 
2019/11/10, 68, 17, 15, 10, 
2019/11/11, 45, 11, 17, 9, 
2019/11/12, 24, 10, 15, 13, 
2019/11/13, 27, 12, 8, 12, 
2019/11/14, 28, 24, 9, 11, 
2019/11/15, 67, 21, 7, 14, 
2019/11/16, 53, 22, 8, 11, 
2019/11/17, 61, 10, 23, 8, 
2019/11/18, 24, 10, 23, 12, 
2019/11/19, 19, 28, 7, 19, 
2019/11/20, 72, 26, 10, 11, 
2019/11/21, 71, 16, 10, 14, 
2019/11/22, 49, 15, 6, 10, 
2019/11/23, 52, 28, 4, 12, 
2019/11/24, 72, 18, 6, 12, 
2019/11/25, 46, 12, 13, 10, 
2019/11/26, 31, 9, 18, 7, 
2019/11/27, 17, 10, 18, 7, 
2019/11/28, 14, 21, 22, 14, 
2019/11/29, 25, 18, 14, 21, 
2019/11/30, 43, 23, 11, 16, 
2019/12/1, 84, 16, 17, 19, 
2019/12/2, 31, 22, 13, 16, 
2019/12/3, 54, 25, 3, 22, 1
2019/12/4, 72, 29, 1, 18, 
2019/12/5, 80, 11, 13, 11, 
2019/12/6, 48, 13, 20, 7, 
2019/12/7, 19, 16, 26, 3, 
2019/12/8, 30, 17, 26, 7, 
2019/12/9, 20, 16, 22, 11, 
2019/12/10, 32, 17, 16, 13, 
2019/12/11, 43, 13, 18, 10, 
2019/12/12, 33, 10, 20, 10, 
2019/12/13, 24, 14, 27, 6, 
2019/12/14, 28, 15, 28, 5, 
2019/12/15, 32, 15, 18, 14, 
2019/12/16, 33, 13, 14, 14, 
2019/12/17, 32, 16, 17, 13, 
2019/12/18, 46, 22, 11, 10, 
2019/12/19, 38, 12, 22, 8, 
2019/12/20, 21, 11, 19, 6, 
2019/12/21, 16, 11, 19, 6, 
2019/12/22, 23, 15, 17, 10, 
2019/12/23, 20, 23, 22, 7, 
2019/12/24, 32, 14, 21, 6, 
2019/12/25, 24, 20, 10, 11, 
2019/12/26, 58, 13, 11, 10, 
2019/12/27, 53, 25, 5, 14, 
2019/12/28, 72, 27, 3, 16, 
2019/12/29, 72, , , , 
2019/7/1, 20, 9, 27, 3, 
2019/7/2, 12, 11, 29, 2, 
2019/7/3, 18, 12, 31, 3, 
2019/7/4, 20, 12, 35, 5, 
2019/7/5, 24, 13, 24, 6, 
2019/7/6, 29, 11, 26, 3, 
2019/7/7, 12, 11, 24, 3, 
2019/7/8, 11, 11, 31, 4, 
2019/7/9, 19, 16, 22, 7, 
2019/7/10, 24, 23, 33, 8, 
2019/7/11, 52, 18, 22, 7, 
2019/7/12, 38, 14, 26, 2, 
2019/7/13, 20, 9, 26, , 
2019/7/14, 12, 8, 22, 2, 
2019/7/15, 11, 9, 24, 3, 
2019/7/16, 11, 11, 30, 5, 
2019/7/17, 30, 12, 30, 8, 
2019/7/18, 45, 16, 22, 6, 
2019/7/19, 29, 15, , 5, 
2019/7/20, 27, 10, , 2, 
2019/7/21, 14, 11, 26, 6, 
2019/7/22, 18, 15, 62, 7, 
2019/7/23, 29, 28, 86, 6, 
2019/7/24, 50, , 107, 7, 
2019/7/25, 62, , 91, 2, 
2019/7/26, 53, 19, 51, 4, 
2019/7/27, 54, 17, 32, 2, 
2019/7/28, 50, 12, 34, 3, 
2019/7/29, 26, 15, 42, 4, 
2019/7/30, 25, 14, 20, 3, 
2019/7/31, 25, 16, 32, 4, 
2019/8/1, 25, 15, 31, 3, 
2019/8/2, 23, 10, 28, 1, 
2019/8/3, 13, 13, 39, 4, 
2019/8/4, 26, 14, 28, 4, 
2019/8/5, 30, 12, 29, 3, 
2019/8/6, 20, 14, 26, 3, 
2019/8/7, 14, 12, 29, 3, 
2019/8/8, 17, 16, 20, 7, 
2019/8/9, 28, 13, 27, 1, 
2019/8/10, 13, 17, 26, 2, 
2019/8/11, 24, 15, 23, 5, 
2019/8/12, 20, 10, 28, 4, 
2019/8/13, 13, 12, 28, 4, 
2019/8/14, 22, 13, 21, 2, 
2019/8/15, 17, 15, 23, 6, 
2019/8/16, 27, 11, 16, 3, 
2019/8/17, 18, 14, 25, 2, 
2019/8/18, 16, 14, 25, 3, 
2019/8/19, 19, 17, 30, 4, 
2019/8/20, 24, 16, 42, 9, 
2019/8/21, 37, 18, 40, 10, 
2019/8/22, 47, 17, 41, 9, 
2019/8/23, 41, 19, 63, 7, 
2019/8/24, 53, 23, 63, 8, 
2019/8/25, 61, 21, 65, 6, 
2019/8/26, 63, 25, 76, 8, 
2019/8/27, 68, 25, 43, 12, 
2019/8/28, 73, 14, 28, 4, 
2019/8/29, 30, 18, 33, 7, 
2019/8/30, 41, 22, 47, 11, 1
2019/8/31, 55, 11, 26, 2, 
2019/9/1, 13, 12, 29, 4, 
2019/9/2, 16, 14, 24, 5, 
2019/9/3, 22, 15, 16, 8, 
2019/9/4, 20, 15, 23, 4, 
2019/9/5, 13, 15, 23, 8, 
2019/9/6, 27, 21, 21, 4, 
2019/9/7, 15, 12, 27, 2, 
2019/9/8, 15, 12, 28, 10, 
2019/9/9, 16, 17, 27, 10, 
2019/9/10, 33, 18, 19, 9, 
2019/9/11, 39, 13, 18, 6, 
2019/9/12, 20, 10, 24, 3, 
2019/9/13, 21, 14, 27, 5, 
2019/9/14, 27, 16, 27, 9, 
2019/9/15, 36, 9, 20, 5, 
2019/9/16, 16, 15, 23, 7, 
2019/9/17, 15, 16, 24, 8, 
2019/9/18, 21, 10, 24, 9, 
2019/9/19, 12, 14, 26, 10, 
2019/9/20, 26, 15, 26, 8, 
2019/9/21, 28, 16, 33, 7, 
2019/9/22, 28, 17, 18, 7, 
2019/9/23, 26, 15, 14, 7, 
2019/9/24, 17, 15, 13, 7, 
2019/9/25, 22, 13, 24, 7, 
2019/9/26, 22, 16, 17, 6, 
2019/9/27, 17, 14, 23, 3, 
2019/9/28, 17, 13, 18, 3, 
2019/9/29, 15, 12, 22, 5, 
2019/9/30, 11, 12, 23, 6, 
2019/4/1, 34, 27, 26, 12, 
2019/4/2, 65, 10, 27, 9, 
2019/4/3, 38, 14, 23, 11, 
2019/4/4, 41, 13, 36, 9, 
2019/4/5, 41, 30, 22, 6, 
2019/4/6, 82, 31, 44, 5, 
2019/4/7, 91, 28, 32, 9, 
2019/4/8, 69, 19, 37, 5, 
2019/4/9, 58, 10, 33, 4, 
2019/4/10, 41, 11, 33, 5, 
2019/4/11, 48, 10, 31, 5, 
2019/4/12, 40, 9, 34, 5, 
2019/4/13, 46, 15, 34, 8, 
2019/4/14, 61, 21, 33, , 
2019/4/15, 66, 21, 36, , 
2019/4/16, 72, 16, 23, 11, 
2019/4/17, 52, 19, 46, 7, 
2019/4/18, 58, 20, 46, 6, 
2019/4/19, 59, 23, 60, 5, 
2019/4/20, 63, 33, 61, 5, 
2019/4/21, 90, 29, 55, 6, 1
2019/4/22, 84, 23, 46, 5, 
2019/4/23, 45, 30, 39, 7, 
2019/4/24, 60, 8, 29, 5, 
2019/4/25, 24, 10, 32, 6, 
2019/4/26, 28, 13, 28, 4, 
2019/4/27, 27, 8, 25, 4, 
2019/4/28, 29, 8, 37, 5, 
2019/4/29, 41, 13, 38, 4, 
2019/4/30, 48, 15, 35, 5, 
2019/5/1, 53, 25, 28, 11, 
2019/5/2, 67, 12, 35, 3, 
2019/5/3, 23, 8, 32, 2, 
2019/5/4, 17, 13, 35, 3, 
2019/5/5, 34, 14, 29, 8, 
2019/5/6, 43, 14, 27, 12, 
2019/5/7, 48, 15, 27, 9, 
2019/5/8, 49, 12, 28, 7, 
2019/5/9, 32, 10, 36, 5, 
2019/5/10, 25, 10, 39, 3, 
2019/5/11, 31, 7, 37, 2, 
2019/5/12, 22, 8, 34, 2, 
2019/5/13, 19, 9, 37, 4, 
2019/5/14, 25, 11, 38, 4, 
2019/5/15, 25, 12, 33, 5, 
2019/5/16, 32, 11, 26, 5, 
2019/5/17, 30, 22, 35, 6, 
2019/5/18, 67, 25, 30, 3, 
2019/5/19, 90, 20, 28, 7, 
2019/5/20, 64, 15, 33, 5, 
2019/5/21, 39, 12, 35, 4, 
2019/5/22, 30, 16, 44, 10, 
2019/5/23, 42, 14, 37, 13, 
2019/5/24, 38, 13, 32, 4, 
2019/5/25, 31, 17, 27, 5, 
2019/5/26, 43, 12, 28, 4, 
2019/5/27, 17, 10, 32, 7, 
2019/5/28, 21, 10, 36, 5, 
2019/5/29, 26, 12, 23, 4, 
2019/5/30, 34, 14, 24, 5, 
2019/5/31, 36, 12, 32, 6, 
2019/6/1, 33, 16, 44, 4, 
2019/6/2, 38, 14, 29, 6, 
2019/6/3, 17, 14, 39, 7, 
2019/6/4, 28, 16, 26, 7, 
2019/6/5, 33, 12, 32, 5, 
2019/6/6, 13, 14, 35, 7, 
2019/6/7, 28, 12, 28, 2, 
2019/6/8, 13, 14, 31, 3, 
2019/6/9, 26, 13, 35, 2, 
2019/6/10, 27, 14, 34, 5, 
2019/6/11, 28, 12, 26, 7, 
2019/6/12, 31, 8, 30, 5, 
2019/6/13, 15, 13, 41, 6, 
2019/6/14, 21, 13, 34, 4, 
2019/6/15, 23, 15, 26, 6, 
2019/6/16, 42, 13, 35, 6, 
2019/6/17, 25, 16, 45, 5, 
2019/6/18, 36, 14, 39, 7, 
2019/6/19, 27, 16, 34, 5, 
2019/6/20, 42, 14, 30, 5, 
2019/6/21, 27, 10, 39, 3, 
2019/6/22, 31, 14, 54, 3, 
2019/6/23, 37, 18, 57, 5, 
2019/6/24, 41, 26, 67, 9, 
2019/6/25, 60, 15, 47, 3, 
2019/6/26, 62, 14, 31, 2, 
2019/6/27, 25, 18, 35, 3, 
2019/6/28, 36, 19, 71, 5, 
2019/6/29, 42, 15, 36, 5, 
2019/6/30, 43, 15, 28, 3, 
2019/1/1, 60, 22, 29, 3, 
2019/1/2, 36, 12, 21, 14, 
2019/1/3, 27, 14, 18, 12, 
2019/1/4, 38, 11, 25, 5, 
2019/1/5, 24, 14, 22, 7, 
2019/1/6, 34, 19, 14, 16, 
2019/1/7, 58, 22, 28, 3, 
2019/1/8, 35, 16, 24, 2, 
2019/1/9, 20, 18, 19, 16, 
2019/1/10, 19, 12, 18, 10, 
2019/1/11, 21, 12, 18, 5, 
2019/1/12, 20, 13, 23, 2, 
2019/1/13, 19, 12, 19, 6, 
2019/1/14, 19, 16, 16, 12, 
2019/1/15, 29, 13, 16, 8, 
2019/1/16, 35, 7, 20, 7, 
2019/1/17, 12, 19, 9, 21, 
2019/1/18, 24, 24, 6, 18, 
2019/1/19, 66, 21, 9, 14, 1
2019/1/20, 62, 36, 2, 21, 
2019/1/21, 90, 37, 6, 19, 
2019/1/22, 99, 29, 11, 12, 
2019/1/23, 87, 45, 9, 14, 
2019/1/24, 113, 47, 2, 20, 
2019/1/25, 118, 10, 18, 8, 
2019/1/26, 30, 8, 21, 3, 
2019/1/27, 14, 10, 18, 6, 
2019/1/28, 17, 15, 18, 13, 
2019/1/29, 31, 18, 12, 19, 
2019/1/30, 57, 21, 12, 16, 
2019/1/31, 57, 22, 9, 17, 
2019/2/1, 66, 32, 4, 12, 
2019/2/2, 96, 16, 15, 12, 
2019/2/3, 51, 12, 12, 11, 
2019/2/4, 44, 26, 9, 13, 
2019/2/5, 73, 13, 10, 14, 
2019/2/6, 56, 13, 21, 5, 
2019/2/7, 26, 11, 19, 6, 
2019/2/8, 21, 18, 24, 3, 
2019/2/9, 29, 9, 23, 4, 
2019/2/10, 17, 20, 19, 7, 
2019/2/11, 23, 18, 11, 16, 
2019/2/12, 38, 22, 8, 17, 
2019/2/13, 70, 28, 7, 25, 1
2019/2/14, 71, 25, 7, 27, 
2019/2/15, 64, 36, 12, 22, 
2019/2/16, 91, 35, 14, 17, 
2019/2/17, 94, 35, 9, 21, 
2019/2/18, 65, 16, 17, 10, 
2019/2/19, 37, 19, 16, 13, 
2019/2/20, 42, 28, 8, 16, 
2019/2/21, 71, 24, 6, 18, 
2019/2/22, 73, 20, 10, 10, 
2019/2/23, 65, 21, 13, 16, 
2019/2/24, 67, 25, 13, 23, 1
2019/2/25, 66, 34, 11, 25, 1
2019/2/26, 77, 38, 11, 26, 1
2019/2/27, 86, 46, 18, 19, 
2019/2/28, 104, 21, 25, 6, 
2019/3/1, 60, 20, 29, 7, 
2019/3/2, 52, 11, 24, 3, 
2019/3/3, 25, 11, 31, 4, 
2019/3/4, 16, 13, 29, 6, 
2019/3/5, 23, 11, 19, 6, 
2019/3/6, 25, 9, 29, 4, 
2019/3/7, 20, 18, 29, 6, 
2019/3/8, 33, 15, 33, 5, 
2019/3/9, 28, 14, 30, 5, 
2019/3/10, 30, 16, 31, 4, 
2019/3/11, 24, 13, 30, 9, 
2019/3/12, 35, 19, 28, 5, 
2019/3/13, 34, 16, 32, 5, 
2019/3/14, 30, 16, 26, 8, 
2019/3/15, 30, 11, 32, 4, 
2019/3/16, 24, 9, 31, 3, 
2019/3/17, 20, 17, 31, 5, 
2019/3/18, 28, 19, 22, 19, 
2019/3/19, 55, 25, 18, 15, 
